Date,Stock,GapSize,MarketCap,OpenAdjusted,OpenUnadjusted,PreVolume,PreRVOL,Pre$Volume,PreHigh,Open/PreHigh,Weekday,GapSizeRel,MaxGain/Gap,PreBreakTime,HODTime,Day1/Gap,Day1,Day2,Overnight,2Day,Volume,$volume,Day1Trade,Day2Trade,OvernightTrade,2DayTrade,Day1TradeCum,Day2TradeCum,OvernightTradeCum,2DayTradeCum,AF6M,AF12M,Price935,Price945,Price1000,Price1100,Price1300,Price1500,Change935/Gap,Change945/Gap,Change1000/Gap,Change1100/Gap,Change1300/Gap,Change1500/Gap
2017-01-09,PRPH,16.336633663366328,32365530.999999996,2.35,2.35,32141.0,,,2.5,0.6874999999999997,0,3.257220494486379,0.30303030303030326,,09:30:00,0.7878787878787884,0.11063829787234052,0.004170212765957554,-0.004255319148936268,0.11055319148936181,269674.0,598676.2799999999,0.011063829787234053,0.0004170212765957554,-0.00042553191489362683,0.011055319148936182,-0.024418241938759258,-0.014484878861779257,-0.10428788177764799,-0.14319100257818648,,,2.11,2.16,2.1699,2.1848,0.0,0.0,-0.7272727272727277,-0.5757575757575755,-0.5457575757575754,-0.5006060606060605,,
2017-01-10,NSPR,29.602888086642597,26394000.0,94237.5,3.59,1.8227999999999998,,,93187.5,1.051282051282051,1,2.852178732661743,0.4634146341463415,09:30:00,09:37:00,0.5,0.11420612813370473,-0.024401114206128133,0.04668523676880223,0.13649025069637882,2981717.0,264944191181.25,0.011420612813370474,-0.0024401114206128137,0.004668523676880223,0.013649025069637883,-0.012997629125388785,-0.01692499028239207,-0.09961935810076776,-0.1295419775085486,,,92914.5,98962.5,90300.0,85312.5,89512.5,81375.0,-0.06146341463414634,0.21951219512195122,-0.18292682926829268,-0.4146341463414634,-0.21951219512195122,-0.5975609756097561
2017-01-10,CLRB,16.793893129771,84625250.64,15.3,1.53,6121.099999999999,,,16.3,0.6874999999999998,1,2.137954212650533,0.3181818181818177,,09:34:00,0.6590909090909093,0.09477124183006543,0.05228758169934633,-0.022875816993464027,0.12418300653594773,1186661.0,17295584.075,0.009477124183006544,0.005228758169934633,-0.0022875816993464027,0.012418300653594774,-0.0035205049423822406,-0.011696232112457437,-0.10190693980011416,-0.11712367685495383,,,15.2,14.9,14.6,13.899,14.0,13.9,-0.04545454545454608,-0.18181818181818188,-0.3181818181818185,-0.6368181818181822,-0.5909090909090909,-0.6363636363636362
2017-01-10,RKDA,17.391304347826097,21962392.65,21.6,1.08,466.55,,,25.0,0.48484848484848503,1,1.8571427409354204,0.6249999999999994,,09:30:00,0.5624999999999998,0.08333333333333336,0.07407407407407414,-0.009259259259259226,0.14814814814814828,161724.0,3347686.8000000003,0.008333333333333337,0.007407407407407415,-0.0009259259259259226,0.01481481481481483,0.004812828390951096,-0.004288824705050022,-0.10283286572604008,-0.102308862040139,,,20.4,0.0,0.0,0.0,20.4,0.0,-0.37500000000000056,,,,-0.37500000000000056,
2017-01-10,DFFN,29.824561403508774,851034747.15,111.0,7.4,4097.4671,,,120.0,0.7391304347826089,1,2.9152237454363723,4.764705882352941,09:30:00,09:44:00,-0.5588235294117647,-0.12837837837837837,0.16216216216216217,0.1554054054054054,0.1891891891891892,2481120.0,293082300.0,-0.012837837837837839,0.016216216216216217,0.015540540540540541,0.01891891891891892,-0.008025009446886743,0.011927391511166195,-0.08729232518549954,-0.08338994312122008,,,0.0,186.75,162.75,155.85,145.152,0.0,,2.9705882352941178,2.0294117647058822,1.7588235294117645,1.3392941176470583,
2017-01-11,PULM,17.803992740471863,37124380.92,129.82,0.6491,0.0,,,,,2,2.0031685744580234,0.5188583078491341,,14:34:00,-0.11111111111111151,-0.016792481898012687,0.0329687259282083,-0.048374672623632736,-0.03219842859343712,92599.0,12122135.09,-0.0016792481898012688,0.00329687259282083,-0.004837467262363274,-0.003219842859343712,-0.009704257636688012,0.015224264103987025,-0.0921297924478628,-0.08660978598056379,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-01-11,XTNT,24.955373081042474,60757322.49999999,8.4,0.7,2635.6665000000003,,,8.88,0.7775305895439375,2,2.865589337771589,1.052932761087267,09:38:00,09:39:00,0.0,0.0,0.09885714285714285,0.057000000000000065,0.15585714285714292,2565439.0,21549687.6,0.0,0.009885714285714286,0.005700000000000007,0.015585714285714293,-0.009704257636688012,0.02510997838970131,-0.0864297924478628,-0.0710240716948495,,,7.812,8.8908,7.4208,8.4012,8.16,0.0,-0.3505007153075823,0.29256080114449223,-0.5836909871244639,0.0007153075822597637,-0.14306151645207452,
2017-01-11,BIOC,58.011049723756905,45642486.66,858.0,2.86,16609.046700000003,,,867.0,0.9722222222222221,2,6.404969670950264,0.5047619047619047,09:30:00,09:36:00,0.14285714285714285,0.05244755244755245,0.038461538461538464,0.16433566433566432,0.25524475524475526,63054744.0,52682238612.0,0.005244755244755245,0.0038461538461538464,0.016433566433566433,0.025524475524475527,-0.004459502391932767,0.028956132235855157,-0.06999622601429636,-0.04549959617037398,,,930.0,858.0,861.0,735.0,690.03,678.18,0.22857142857142856,0.0,0.009523809523809525,-0.3904761904761905,-0.5332380952380953,-0.5708571428571431
2017-01-11,AUMN,26.578125000000007,111667683.37079999,0.8101,0.8101,69675.0,,,0.99,0.48600000000000015,2,3.6128206249433146,0.22163433274544356,,09:31:00,0.7301587301587306,0.1533144056289348,0.09961733119367978,-0.07912603382298487,0.17380570299962972,1174096.0,878223.808,0.015331440562893482,0.00996173311936798,-0.007912603382298487,0.017380570299962973,0.010871938170960715,0.03891786535522314,-0.07790882939659485,-0.02811902587041101,,,0.73,0.6947,0.6902,0.701,0.0,0.6862,-0.47089947089947115,-0.6784244562022342,-0.7048794826572603,-0.6413874191651974,,-0.728395061728395
2017-01-11,BDR,17.647058823529417,6818770.750000001,0.6,0.6,0.0,,,,,2,1.7963060746343842,0.0,,09:33:00,0.555555555555555,0.08333333333333323,-0.16666666666666663,-0.016666666666666684,-0.10000000000000009,32493.0,18683.475,0.008333333333333323,-0.016666666666666663,-0.0016666666666666685,-0.010000000000000009,0.01920527150429404,0.022251198688556476,-0.07957549606326152,-0.03811902587041102,,,0.0,0.53,0.0,0.0,0.0,0.0,,-0.7777777777777775,,,,
2017-01-12,DCTH,23.456790123456784,3229410.871,61075000.0,0.5,0.0004,,,69625500.0,0.5757575757575755,3,2.268325467532107,0.0,,09:30:00,0.6421052631578947,0.122,0.07,-0.002,0.19,1792318.0,102788406717150.0,0.0122,0.007000000000000001,-0.0002,0.019000000000000003,0.03140527150429404,0.029251198688556475,-0.07977549606326152,-0.01911902587041102,,,55101865.0,53746000.0,53880365.0,54356750.0,54967500.0,53123035.0,-0.5147368421052632,-0.631578947368421,-0.62,-0.5789473684210527,-0.5263157894736842,-0.6852631578947368
2017-01-13,APVO,16.465863453815267,12587947.379999999,40.6,,1955.5713,,,46.2,0.5061728395061729,4,1.9736845458664967,0.2439024390243899,,09:30:00,0.8048780487804883,0.11379310344827596,-0.017241379310344723,0.0068965517241377835,0.10344827586206903,324256.0,12415762.24,0.011379310344827597,-0.0017241379310344723,0.0006896551724137784,0.010344827586206903,0.042784581849121636,0.027527060757522002,-0.07908584089084775,-0.008774198284204116,,,39.207,37.7944,0.0,0.0,0.0,35.56,-0.24268292682926831,-0.4887804878048776,,,,-0.8780487804878044
2017-01-17,CLSN,57.25641025641026,44144445.36,128.793,0.6133,11750.7052,0.004343882345299882,,143.85,0.7569491525423732,1,6.840566353625898,0.052395879982086745,,09:30:00,0.46260635915808357,0.16843306701451174,0.1954997554214903,-0.03407793901842499,0.32985488341757707,11498724.0,1356234250.266,0.016843306701451174,0.01954997554214903,-0.0034077939018424992,0.032985488341757706,0.05962788855057281,0.047077036299671034,-0.08249363479269024,0.02421129005755359,,,113.442,108.15,115.5,114.408,111.216,108.066,-0.32736229287953456,-0.44021495745633676,-0.2834751455441112,-0.30676220331392756,-0.37483206448723716,-0.4420062695924766
2017-01-17,BNTC,43.24324324324324,24515070.0,39.75,2.65,733.6668,,,45.0,0.6956521739130433,1,5.056215887575777,2.1875,09:30:00,09:42:00,-0.4375,-0.1320754716981132,0.07745911949685536,0.16603773584905665,0.1114213836477988,8883741.0,376448524.875,-0.013207547169811321,0.007745911949685536,0.016603773584905664,0.011142138364779881,0.046420341380761496,0.05482294824935657,-0.06588986120778458,0.03535342842233347,,,43.2,54.0,52.35,46.35,57.522,48.75,0.28750000000000026,1.1875,1.05,0.5500000000000002,1.4809999999999999,0.75
2017-01-18,DCTH,26.595744680851062,2958699.4358,72679250.0,0.595,0.015099999999999995,3.969602623323722e-09,,78163785.0,0.735726898175397,2,2.571869581048442,0.84,09:31:00,09:32:00,1.5424,0.3240336134453782,0.13394957983193279,0.020504201680672268,0.4784873949579832,19217907.0,1170447215748930.0,0.03240336134453782,0.01339495798319328,0.002050420168067227,0.04784873949579832,0.07882370272529932,0.06821790623254985,-0.06383944103971735,0.08320216791813179,,,76954500.0,70810355.0,62406435.0,54112450.0,0.0,50594530.0,0.28,-0.1224,-0.6728,-1.216,,-1.4464
2017-01-19,BIOC,19.20529801324504,27789705.9,540.0,1.8,1381.4797999999998,0.00011645255366566598,,570.0,0.743589743589744,3,2.120446912823586,0.10344827586206896,,09:30:00,0.5172413793103449,0.08333333333333333,0.05555555555555555,0.0,0.1388888888888889,5842902.0,3023701785.0,0.008333333333333333,0.005555555555555556,0.0,0.01388888888888889,0.08715703605863265,0.0737734617881054,-0.06383944103971735,0.09709105680702068,,,510.0,480.0,528.0,510.0,511.5,505.5,-0.3448275862068966,-0.6896551724137931,-0.13793103448275862,-0.3448275862068966,-0.3275862068965517,-0.39655172413793105
2017-01-19,GLBS,23.987034035656407,151449303.36,7650.0,7.65,27.964,1.7572775193907567e-05,,7500.0,1.1127819548872182,3,2.330906869213074,1.2297297297297298,09:30:00,10:09:00,0.19594594594594594,0.03790849673202614,0.02483660130718954,-0.330718954248366,-0.2679738562091503,5248042.0,39386555210.0,0.003790849673202614,0.0024836601307189543,-0.0330718954248366,-0.026797385620915035,0.09094788573183527,0.07625712191882435,-0.09691133646455395,0.07029367118610565,,,8170.0,8510.0,8838.0,7966.1,0.0,7030.0,0.35135135135135137,0.581081081081081,0.8027027027027027,0.21358108108108131,,-0.4189189189189189
2017-01-19,ANY,53.33333333333334,23007011.419999998,92.0,,8715.35,0.0020861133597065875,,132.0,0.4444444444444445,3,4.314592140705712,0.625,,09:34:00,0.59375,0.20652173913043478,0.006304347826086938,0.03260869565217391,0.24543478260869564,20682458.0,1706302785.0,0.02065217391304348,0.0006304347826086938,0.0032608695652173916,0.024543478260869566,0.11160005964487875,0.07688755670143305,-0.09365046689933657,0.09483714944697522,,,101.5,87.2,83.04,82.06,78.0,80.62,0.296875,-0.1499999999999999,-0.2799999999999998,-0.31062499999999993,-0.4375,-0.35562499999999986
2017-01-20,GLBS,34.375,199600304.7,9890.0,9.89,195.20500000000004,9.78650327368198e-05,,10800.0,0.7354651162790696,4,3.340343099947029,0.782608695652174,09:31:00,09:34:00,0.07509881422924901,0.019211324570273004,0.043478260869565216,-0.15166835187057634,-0.08897876643073811,4130472.0,40457973240.0,0.0019211324570273004,0.004347826086956522,-0.015166835187057635,-0.008897876643073812,0.11352119210190605,0.08123538278838957,-0.1088173020863942,0.0859392728039014,,,11470.0,10100.0,9350.0,9060.0,8517.2,8474.7,0.6245059288537549,0.08300395256916997,-0.2134387351778656,-0.32806324110671936,-0.5426086956521736,-0.5594071146245057
2017-01-20,BLPH,21.259842519685044,6369300.73,11.55,0.77,17730.799699999996,0.016882133176979897,,12.3,0.7297297297297302,4,2.6024276208320116,0.07407407407407336,,09:31:00,0.7407407407407406,0.12987012987012986,0.040129870129870265,-0.06493506493506493,0.1050649350649352,1594328.0,17218742.400000002,0.012987012987012986,0.004012987012987026,-0.006493506493506493,0.01050649350649352,0.12650820508891902,0.0852483698013766,-0.1153108085799007,0.09644576631039492,,,11.5515,10.83,10.9485,0.0,10.3515,10.3485,0.0007407407407407687,-0.3555555555555558,-0.2970370370370377,,-0.5918518518518523,-0.5933333333333338
2017-01-23,BIOL,19.047619047619047,257509627.2,8.75,1.75,94270.2,0.1721548086094388,,9.5,0.6511627906976741,0,2.0751363475062976,0.32142857142857084,,09:39:00,0.2499999999999997,0.03999999999999996,0.0,0.045714285714285756,0.08571428571428572,3860375.0,33102715.624999996,0.003999999999999996,0.0,0.004571428571428576,0.008571428571428572,0.13050820508891903,0.0852483698013766,-0.11073938000847212,0.1050171948818235,,,8.4,8.6,8.45,8.06,8.075,8.25,-0.2499999999999997,-0.10714285714285737,-0.21428571428571475,-0.4928571428571424,-0.48214285714285754,-0.35714285714285704
2017-01-23,GLBS,15.463917525773185,221618070.26999998,11200.0,11.2,235.12900000000002,9.131521892871217e-05,,12100.0,0.6249999999999996,0,1.5026848059742952,0.8666666666666667,11:01:00,11:18:00,0.2866666666666667,0.038392857142857145,0.03571428571428571,0.07857142857142857,0.15267857142857144,5895418.0,64761166730.0,0.003839285714285715,0.0035714285714285713,0.007857142857142858,0.015267857142857146,0.13434749080320474,0.08881979837280517,-0.10288223715132927,0.12028505202468065,,,10500.0,9882.3,9280.0,11870.0,10600.0,0.0,-0.4666666666666667,-0.8784666666666672,-1.28,0.44666666666666666,-0.4,
2017-01-23,MRNS,20.68965517241379,50369906.35,5.6,1.4,250930.75,0.05772434575953917,,6.6,0.4897959183673467,0,2.6050015669858007,1.9583333333333341,09:33:00,09:52:00,0.1249999999999992,0.02142857142857129,0.07142857142857134,-0.02857142857142844,0.06428571428571418,27070779.0,149972115.66,0.002142857142857129,0.007142857142857135,-0.002857142857142844,0.006428571428571419,0.13649034794606188,0.0959626555156623,-0.10573938000847212,0.12671362345325207,,,6.16,6.56,6.76,6.88,6.07,5.88,0.5833333333333339,1.0,1.2083333333333335,1.3333333333333337,0.48958333333333404,0.29166666666666696
2017-01-24,AVNW,21.545893719806774,137981030.38,6.29,12.58,600.0,0.05672739649613781,,6.5,0.8415094339622644,1,4.534685078766903,0.18834080717488783,,09:30:00,0.1076233183856503,0.019077901430842623,-0.003974562798092266,-0.008744038155802816,0.006359300476947541,33075.0,206057.25,0.0019077901430842625,-0.0003974562798092266,-0.0008744038155802816,0.0006359300476947542,0.13839813808914614,0.09556519923585308,-0.1066137838240524,0.12734955350094682,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-01-24,CLRB,19.565217391304344,94706959.2,16.5,1.65,71939.99999999999,0.031855967454307,,16.8,0.8999999999999995,1,2.490758909797408,1.1111111111111114,09:30:00,09:39:00,0.37037037037037046,0.06060606060606061,0.024242424242424156,-0.012121212121212078,0.07272727272727268,17612531.0,281800496.0,0.0060606060606060615,0.0024242424242424156,-0.0012121212121212078,0.007272727272727268,0.1444587441497522,0.09798944166009549,-0.1078259050361736,0.13462228077367408,,,18.6,17.8,17.239,15.993,15.845,15.799,0.7777777777777785,0.4814814814814819,0.27370370370370406,-0.1877777777777777,-0.24259259259259242,-0.2596296296296299
2017-01-26,AVGR,39.13043478260869,296248260.5,1280.0,3.2,2858.3124999999995,0.0019470152991560288,,1320.0,0.8999999999999999,3,3.782501731817433,0.2222222222222222,09:38:00,09:38:00,0.1111111111111111,0.03125,0.0625,0.046875,0.140625,9912632.0,12489916320.0,0.003125,0.00625,0.004687500000000001,0.0140625,0.1475837441497522,0.1042394416600955,-0.10313840503617361,0.14868478077367409,,,1240.0,1250.0,1210.0,1210.0,1200.0,1180.0,-0.1111111111111111,-0.08333333333333333,-0.19444444444444445,-0.19444444444444445,-0.2222222222222222,-0.2777777777777778
2017-01-26,FFHL,60.17316017316017,11169162.54,3.7,3.7,10204.0,0.02330762733196192,,3.59,1.0859375000000002,3,6.916867992549997,1.079136690647482,09:30:00,09:34:00,0.20143884892086347,0.07567567567567574,0.008108108108108055,0.056756756756756746,0.14054054054054055,3733500.0,13291260.0,0.0075675675675675735,0.0008108108108108056,0.005675675675675675,0.014054054054054056,0.15515131171731977,0.1050502524709063,-0.09746272936049794,0.16273883482772813,,,4.38,3.86,3.96,3.53,0.0,0.0,0.4892086330935249,0.11510791366906452,0.18705035971223005,-0.12230215827338155,,
2017-01-30,CALA,32.60869565217392,505750932.0,6.1,6.1,237550.0,0.19781228193184033,,6.4,0.833333333333333,0,4.806447586399748,0.7666666666666669,09:32:00,10:41:00,-0.43333333333333357,-0.10655737704918039,-0.0819672131147541,0.04098360655737705,-0.14754098360655746,10422314.0,66963367.449999996,-0.010655737704918039,-0.00819672131147541,0.004098360655737705,-0.014754098360655747,0.14449557401240173,0.09685353115943089,-0.09336436870476023,0.1479847364670724,,,6.155,6.1,6.505,7.05,6.7,7.075,0.03666666666666707,0.0,0.2700000000000002,0.6333333333333334,0.40000000000000036,0.6500000000000004
2017-01-31,AEZS,15.384615384615374,382400572.05,3.0,3.0,69321.0,0.1472257937908651,,3.25,0.615384615384615,1,1.9423897081250552,1.1250000000000007,09:41:00,09:42:00,-0.37499999999999983,-0.04999999999999997,-0.016666666666666757,0.03333333333333336,-0.03333333333333336,3069439.0,9438524.925,-0.0049999999999999975,-0.0016666666666666757,0.003333333333333336,-0.003333333333333336,0.13949557401240173,0.09518686449276421,-0.09003103537142688,0.14465140313373906,,,3.025,3.3199,3.275,3.225,3.175,3.15,0.06249999999999979,0.7997500000000004,0.6874999999999999,0.5625000000000003,0.43749999999999967,0.37499999999999983
2017-01-31,JAGX,67.9245283018868,38257148.5,934.5,0.89,315.1916,0.00030128589993160665,,966.0,0.9230769230769231,1,6.007611960650305,0.4722222222222222,09:43:00,14:38:00,0.16666666666666666,0.06741573033707865,0.09258426966292133,-0.0449438202247191,0.11505617977528088,9251075.0,8353720725.0,0.006741573033707865,0.009258426966292133,-0.0044943820224719105,0.011505617977528089,0.1462371470461096,0.10444529145905634,-0.09452541739389879,0.15615702111126714,,,838.635,842.415,858.9,917.595,897.75,1050.0,-0.2536111111111111,-0.2436111111111112,-0.20000000000000007,-0.04472222222222215,-0.09722222222222222,0.3055555555555556
2017-02-01,MFIN,21.777777777777786,63449728.31999999,2.74,2.74,4400.0,0.012144557775249502,,2.7,1.0888888888888884,2,3.878701221577693,0.3061224489795915,09:30:00,09:33:00,0.4285714285714292,0.0766423357664235,0.1003649635036496,-0.010948905109489142,0.16605839416058396,841159.0,2216453.965,0.0076642335766423505,0.01003649635036496,-0.0010948905109489143,0.016605839416058397,0.15390138062275194,0.11448178780942131,-0.0956203079048477,0.17276286052732553,,,2.81,2.5501,2.4399,0.0,2.49,2.56,0.14285714285714246,-0.38755102040816347,-0.6124489795918365,,-0.5102040816326529,-0.3673469387755104
2017-02-01,APPS,26.837481698389443,69667118.164,0.8663,,0.0,0.0,,,,2,4.044033443079467,0.0,,09:30:00,0.7926895799236228,0.16772480664896686,0.04467274616183778,-0.03197506637423532,0.18042248643656933,222440.0,176539.506,0.016772480664896686,0.004467274616183778,-0.003197506637423532,0.018042248643656934,0.1706738612876486,0.11894906242560509,-0.09881781454227123,0.19080510917098248,,,0.0,0.0,0.7,0.0,0.0,0.7,,,-0.9072558647026737,,,-0.9072558647026737
2017-02-01,CBIO,18.965517241379317,18217630.06,10.35,0.69,12332.466,0.03760868199541711,,11.361,0.6200676437429538,2,2.6350283691489453,0.07636363636363709,,09:30:00,1.0,0.1594202898550725,0.012898550724637655,0.02898550724637671,0.20130434782608686,1759430.0,16758570.749999998,0.015942028985507253,0.0012898550724637656,0.0028985507246376712,0.02013043478260869,0.18661589027315587,0.12023891749806885,-0.09591926381763356,0.21093554395359115,,,9.9,8.9985,9.0585,0.0,0.0,8.529,-0.27272727272727226,-0.8190909090909088,-0.782727272727272,,,-1.1036363636363633
2017-02-01,SNES,16.149870801033583,99428320.035,179.8,8.99,10.0,0.00016346920893980411,,167.8,1.923076923076922,2,1.7905241976052377,0.0,09:30:00,09:30:00,0.6760000000000003,0.09399332591768635,0.02113459399332598,-0.03837597330367078,0.07675194660734155,14321.0,2453903.35,0.009399332591768636,0.002113459399332598,-0.0038375973303670778,0.0076751946607341555,0.1960152228649245,0.12235237689740144,-0.09975686114800064,0.2186107386143253,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-02-01,VCEL,15.384615384615374,124060431.05,3.0,3.0,227232.0,0.2889172114464272,,3.35,0.5333333333333329,2,2.803940226783356,0.0,,09:30:00,0.8750000000000004,0.1166666666666667,0.03333333333333336,-0.016666666666666757,0.1333333333333333,1790265.0,5057498.625,0.01166666666666667,0.003333333333333336,-0.0016666666666666757,0.01333333333333333,0.20768188953159117,0.12568571023073477,-0.10142352781466732,0.23194407194765865,,,2.8,2.8,2.75,2.725,2.7,2.6,-0.5000000000000006,-0.5000000000000006,-0.6250000000000001,-0.6874999999999999,-0.7499999999999997,-1.0
2017-02-03,PULM,20.196078431372545,217121379.32,1226.0,6.13,2526.8900000000003,0.00014463365656308422,,1250.0,0.895652173913043,4,2.272307691355684,0.2621359223300971,09:30:00,09:30:00,2.203883495145631,0.3703099510603589,-0.11908646003262642,-0.0636215334420881,0.18760195758564438,17104017.0,17086912983.0,0.03703099510603589,-0.011908646003262642,-0.00636215334420881,0.01876019575856444,0.24471288463762705,0.11377706422747214,-0.10778568115887613,0.2507042677062231,,,1138.0,1029.0,990.0,990.0,935.92,0.0,-0.42718446601941745,-0.9563106796116505,-1.145631067961165,-1.145631067961165,-1.4081553398058255,
